d.kode_rs,d.nama_rs,d.nama_prop,d.kelas,d.pemilik,d.akreditasi
1275914,RS Khusus Mata Mencirim Tujuh-Tujuh,SUMATERA UTARA,C,SWASTA/ LAINNYA,Lulus Perdana
1402014,RS Ibu dan Anak  Safira,R I A U,C,Perusahaan,Lulus Perdana
6306023,RS Umum Ceria,KALIMANTAN SELATAN,D,SWASTA/ LAINNYA,Lulus Perdana
3306109,RS Umum Islam Purworejo,JAWA TENGAH,D,Organisasi Islam ,Lulus Perdana
3511013,RS Mitra Medika Bondowoso,JAWA TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
3217005,RS Umum Karisma,JAWA BARAT,D,Perusahaan,Tingkat Madya
3209054,RS Umum Permata Cirebon,JAWA BARAT,B,SWASTA/ LAINNYA,Tingkat Utama
5315002,RS Siloam Labuan Bajo,NUSA TENGGARA TIMUR,C,SWASTA/ LAINNYA,Tingkat Utama
2071053,RS Umum Santa Elisabeth Batam Kota,KEPULAUAN RIAU,C,Perusahaan,Tingkat Paripurna
7371414,RS Ibu dan Anak Prof. dr. H. M. Farid,SULAWESI SELATAN,C,SWASTA/ LAINNYA,Lulus Perdana
7371415,RS Ibu dan Anak Fajar Medika Nusantara Makassar,SULAWESI SELATAN,C,SWASTA/ LAINNYA,Lulus Perdana
3374369,RS Ibu dan Anak Ananda Pasar Ace,JAWA TENGAH,C,Perusahaan,Lulus Perdana
7372077,RS Ibu dan Anak Ananda Trifa,SULAWESI SELATAN,C,SWASTA/ LAINNYA,Lulus Perdana
3174522,RS Umum Ciputra Hospital Citragarden City,DKI JAKARTA,B,SWASTA/ LAINNYA,Tingkat Paripurna
3673005,RS Umum Ibunda,BANTEN,D,SWASTA/ LAINNYA,Tingkat Dasar
3318111,RS Umum Sebening Kasih,JAWA TENGAH,D,SWASTA/ LAINNYA,Tingkat Madya
1671343,RS Umum Ar-Rasyid Palembang,SUMATERA SELATAN,C,SWASTA/ LAINNYA,Lulus Perdana
1671342,RS Musi Medika Cendikia,SUMATERA SELATAN,C,Perusahaan,Tingkat Dasar
3208060,RS Umum KMC Luragung,JAWA BARAT,D,Perusahaan,Lulus Perdana
1471394,RS Khusus  Mata SMEC Pekanbaru,R I A U,C,Perusahaan,Lulus Perdana
1377005,RS Umum Tamar Medical Centre,SUMATERA BARAT,D,SWASTA/ LAINNYA,Lulus Perdana
3217004,RS Umum Daerah Lembang,JAWA BARAT,D,Pemkab,Tingkat Madya
1171150,RS Umum Pertamedika Ummi Rosnati,ACEH,C,Perusahaan,Tingkat Paripurna
1402013,RS Umum  Kasih Ibu Rengat,R I A U,D,Perusahaan,Lulus Perdana
3573258,RS Umum Daerah Kota Malang,JAWA TIMUR,D,Pemkot,Lulus Perdana
3404193,RS Umum Hermina Yogya,D I YOGYAKARTA,C,Perusahaan,Tingkat Paripurna
3578789,RS Ibu dan Anak Kendangsari Surabaya,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3171796,RS Umum Petukangan,DKI JAKARTA,C,SWASTA/ LAINNYA,Tingkat Dasar
3171795,RS Umum Daerah Pasar Minggu,DKI JAKARTA,B,Pemprop,Tingkat Utama
1275911,RS Umum Siloam Dhirga Surya,SUMATERA UTARA,B,Perusahaan,Tingkat Paripurna
3310421,RS Umum Daerah Bagas Waras,JAWA TENGAH,C,Pemkab,Tingkat Paripurna
3275057,RS Umum Karya Medika Bantar Gebang,JAWA BARAT,D,Perusahaan,Lulus Perdana
3203038,RS Umum Dr. Hafiz ,JAWA BARAT,C,Perorangan,Lulus Perdana
3173699,RS Umum Daerah Kemayoran,DKI JAKARTA,D,Pemprop,Tingkat Madya
3174517,RS Umum Daerah  Kembangan,DKI JAKARTA,D,Pemprop,Tingkat Paripurna
3175413,RS Umum Daerah  Pademangan,DKI JAKARTA,D,Pemprop,Tingkat Madya
3173700,RS Umum Daerah Cempaka Putih,DKI JAKARTA,D,Pemprop,Tingkat Paripurna
7371418,RS Ibu dan Anak Malebu Husada,SULAWESI SELATAN,C,SWASTA/ LAINNYA,Lulus Perdana
1671340,RS Ibu dan Anak Az-Zahra Palembang,SUMATERA SELATAN,C,Organisasi Sosial,Lulus Perdana
3212054,RS Umum MM Indramayu,JAWA BARAT,D,Perusahaan,Tingkat Madya
3174519,RS Umum Mitra Keluarga Kalideres,DKI JAKARTA,C,Perusahaan,Tingkat Paripurna
5271100,Siloam Hospitals Mataram,NUSA TENGGARA BARAT,C,Perusahaan,Tingkat Paripurna
5271099,RS Ibu dan Anak Permata Hati,NUSA TENGGARA BARAT,C,Perusahaan,Tingkat Madya
1409014,RS Umum  Cahaya,R I A U,D,SWASTA/ LAINNYA,Lulus Perdana
3174518,RS Umum Daerah Kecamatan Kalideres,DKI JAKARTA,D,Pemprop,Tingkat Madya
3172761,RS Umum Daerah Kramat Jati,DKI JAKARTA,D,Pemprop,Tingkat Utama
3171793,RS Umum Daerah Mampang Prapatan,DKI JAKARTA,D,Pemprop,Tingkat Utama
3175414,RS Umum Daerah Cilincing,DKI JAKARTA,D,Pemprop,Tingkat Paripurna
3173701,RS Umum Daerah Johar Baru,DKI JAKARTA,D,Pemprop,Tingkat Madya
3172762,RS Umum Daerah Ciracas,DKI JAKARTA,D,Pemprop,Tingkat Utama
3171791,RS Umum Pesanggrahan,DKI JAKARTA,D,Pemprop,Tingkat Paripurna
1805049,RS Ibu Anak Puti Bungsu,LAMPUNG,C,SWASTA/ LAINNYA,Lulus Perdana
3171792,RS Umum Daerah Jagakarsa,DKI JAKARTA,D,Pemprop,Tingkat Paripurna
3175412,RS Umum Daerah Tugu Koja,DKI JAKARTA,D,Pemprop,Tingkat Paripurna
3403024,RS Umum PKU Muhammadiyah Wonosari,D I YOGYAKARTA,D,Organisasi Islam ,Lulus Perdana
3525097,RS Surya Medika,JAWA TIMUR,D,SWASTA/ LAINNYA,Tingkat Dasar
6404045,RS Ibu Anak Cahaya Sangatta,KALIMANTAN TIMUR,C,SWASTA/ LAINNYA,Tingkat Madya
3318110,RS Umum Fastabiq Sehat PKU Muhammadiyah Pati,JAWA TENGAH,D,Organisasi Islam ,Tingkat Paripurna
2071050,RS Umum Graha Hermine,KEPULAUAN RIAU,C,Perusahaan,Tingkat Madya
1212179,RS Umum Citra Medika,SUMATERA UTARA,C,Perusahaan,Lulus Perdana
5107017,RS Umum Balimed Karangasem,BALI,D,SWASTA/ LAINNYA,Lulus Perdana
1107017,RS Tingkat IV IM 07.02,ACEH,D,TNI AD,Lulus Perdana
1801016,RS Ibu dan Anak Bunda,LAMPUNG,C,Perusahaan,Lulus Perdana
3205024,RS Umum Annisa Queen,JAWA BARAT,D,Perusahaan,Tingkat Madya
1610004,RS Umum Mahyuzahra,SUMATERA SELATAN,D,SWASTA/ LAINNYA,Lulus Perdana
3171790,RS Umum Daerah Kecamatan Tebet,DKI JAKARTA,D,Pemprop,Tingkat Paripurna
1671339,RS Ibu dan Anak Bunda Noni,SUMATERA SELATAN,C,Perusahaan,Lulus Perdana
1471392,RS Umum  Universitas Riau,R I A U,D,Kementerian Lain,Lulus Perdana
3201233,RS Umum Rumah Sehat Terpadu Dompet Dhuafa,JAWA BARAT,C,Organisasi Sosial,Tingkat Paripurna
1275909,RS Umum Madani,SUMATERA UTARA,C,Perusahaan,Tingkat Paripurna
3603183,RS Ibu dan Anak BUN,BANTEN,C,SWASTA/ LAINNYA,Lulus Perdana
1106014,RS Umum Fandika,ACEH,D,SWASTA/ LAINNYA,Lulus Perdana
6271026,RS Umum Kelas D Kota Palangka Raya,KALIMANTAN TENGAH,D,Pemkot,Lulus Perdana
3274137,RS Ibu dan Anak Cahaya Bunda,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Utama
6403017,RS Umum Daerah Dayaku Raja,KALIMANTAN TIMUR,C,Pemkab,Lulus Perdana
3173698,RS Umum Daerah Sawah Besar,DKI JAKARTA,D,Pemprop,Tingkat Utama
7371413,RS Ibu dan Anak Permata Hati,SULAWESI SELATAN,C,SWASTA/ LAINNYA,Tingkat Madya
3574069,RS Ibu dan Anak Muhammadiyah Kota Probolinggo,JAWA TIMUR,C,SWASTA/ LAINNYA,Lulus Perdana
1208057,RS Umum Wira Husada,SUMATERA UTARA,D,SWASTA/ LAINNYA,Lulus Perdana
1771007,RS Umum Ummi,BENGKULU,C,SWASTA/ LAINNYA,Lulus Perdana
1174021,RS Umum Sakinah,ACEH,D,Organisasi Sosial,Lulus Perdana
1807017,RS Umum Bunda,LAMPUNG,C,SWASTA/ LAINNYA,Lulus Perdana
3273542,RS Umum Santosa Hospital Bandung Kopo,JAWA BARAT,B,SWASTA/ LAINNYA,Tingkat Paripurna
3521015,RS Umum At-Tin Husada,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Madya
3671211,RS Aqidah,BANTEN,C,SWASTA/ LAINNYA,Lulus Perdana
3674016,RS Insan Permata,BANTEN,C,SWASTA/ LAINNYA,Tingkat Utama
3273541,RS Ibu dan Anak Harapan Bunda Bandung,JAWA BARAT,C,SWASTA/ LAINNYA,Lulus Perdana
1805048,RS Umum Az - Zahra,LAMPUNG,C,Perusahaan,Lulus Perdana
3404191,RS Universitas Ahmad Dahlan,D I YOGYAKARTA,D,SWASTA/ LAINNYA,Tingkat Utama
3525096,RS Petrokimia Gresik Driyorejo,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
3175411,RS Umum Duta Indah,DKI JAKARTA,C,SWASTA/ LAINNYA,Tingkat Madya
1805047,RS Ibu Anak Puri Adhya Paramita,LAMPUNG,C,Perusahaan,Lulus Perdana
1810005,RS Ibu dan Anak Harapan Bunda,LAMPUNG,C,SWASTA/ LAINNYA,Lulus Perdana
3216427,RS Umum Cikunir,JAWA BARAT,D,SWASTA/ LAINNYA,Lulus Perdana
1502015,RS Raudhah,JAMBI,C,SWASTA/ LAINNYA,Lulus Perdana
3520015,RS Ibu dan Anak Samudra Husada,JAWA TIMUR,C,SWASTA/ LAINNYA,Lulus Perdana
3205023,RS Umum Nurhayati Garut,JAWA BARAT,D,Organisasi Sosial,Tingkat Madya
1808017,RS Umum Penawar Medika,LAMPUNG,D,Perusahaan,Tingkat Dasar
5103036,RS Umum Surya Husadha Nusa Dua,BALI,C,Perusahaan,Tingkat Paripurna
1808016,RS Umum Mutiara Bunda,LAMPUNG,D,SWASTA/ LAINNYA,Tingkat Dasar
6310016,RS Bersalin Paradise,KALIMANTAN SELATAN,C,SWASTA/ LAINNYA,Lulus Perdana
3401052,RS Umum Daerah Nyi Ageng Serang,D I YOGYAKARTA,C,Pemkab,Tingkat Utama
3674015,RS Ibu dan Anak Vitalaya ,BANTEN,C,SWASTA/ LAINNYA,Tingkat Dasar
3525095,RSU PKU Muhammadiyah Sekapuk,JAWA TIMUR,D,SWASTA/ LAINNYA,Tingkat Utama
1809003,RS Umum Gladish Medical Center,LAMPUNG,D,SWASTA/ LAINNYA,Lulus Perdana
3201246,RS Ibu dan Anak Bunda Suryatni,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Madya
1609012,RS Islam At-Taqwa Gumawang,SUMATERA SELATAN,D,SWASTA/ LAINNYA,Lulus Perdana
6471079,RS Umum Daerah Beriman,KALIMANTAN TIMUR,C,Pemkot,Tingkat Paripurna
3271164,RS Umum Mulia Pajajaran,JAWA BARAT,C,Perusahaan,Lulus Perdana
3201245,RS Umum Karya Bhakti Pratiwi,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Paripurna
1901044,RS Umum Daerah DR. Eko Maulana Ali,KEPULAUAN BANGKA BELITUNG,D,Pemkab,Lulus Perdana
6106021,RSIA Permata Bunda,KALIMANTAN BARAT,C,Perusahaan,Tingkat Dasar
3578769,RS Ibu dan Anak Kendangsari Merr,JAWA TIMUR,C,SWASTA/ LAINNYA,Lulus Perdana
3573257,RSU Persada Hospital,JAWA TIMUR,B,SWASTA/ LAINNYA,Tingkat Paripurna
1275907,RS Umum Royal Prima,SUMATERA UTARA,B,Perusahaan,Tingkat Paripurna
7371412,RS Umum Wisata Universitas Indonesia Timur,SULAWESI SELATAN,B,SWASTA/ LAINNYA,Tingkat Madya
5206030,RS dr. Agung,NUSA TENGGARA BARAT,D,Perusahaan,Lulus Perdana
3216426,RS Umum Kasih Insani Sukatani,JAWA BARAT,D,Perusahaan,Lulus Perdana
3175410,RS Umum Pekerja,DKI JAKARTA,C,SWASTA/ LAINNYA,Tingkat Madya
3202086,RS Umum Kartika Cibadak,JAWA BARAT,C,SWASTA/ LAINNYA,Tingkat Utama
1409013,RS Umum  Indah,R I A U,D,Perusahaan,Tingkat Madya
7411908,RS Umum Daerah Kabupaten Kolaka Timur,SULAWESI TENGGARA,D,Pemkab,Lulus Perdana
3513027,RS Rizani Husada,JAWA TIMUR,C,Perusahaan,Tingkat Madya
1671336,RSU Graha Mandiri ,SUMATERA SELATAN,D,Perusahaan,Tingkat Madya
5104036,RS Umum Famili Husada,BALI,C,Perorangan,Lulus Perdana
3519026,RS Paru Manguharjo Madiun,JAWA TIMUR,C,Pemprop,Lulus Perdana
3524047,RS Muhammadiyah Babat,JAWA TIMUR,D,SWASTA/ LAINNYA,Tingkat Paripurna
3307051,RS Umum  PKU Muhammadiyah Wonosobo,JAWA TENGAH,C,SWASTA/ LAINNYA,Tingkat Paripurna
1812002,RS Umum Asy-Syifa Medika,LAMPUNG,D,Perusahaan,Tingkat Dasar
3528027,RS Umum Daerah Mohammad Noer Pamekasan,JAWA TIMUR,D,Pemprop,Lulus Perdana
3671210,RS Permata Ibu,BANTEN,C,Perusahaan,Tingkat Madya
3515141,RS Umum Bunda,JAWA TIMUR,C,SWASTA/ LAINNYA,Lulus Perdana
1903002,RS Umum Bakti Timah Muntok,KEPULAUAN BANGKA BELITUNG,D,Perusahaan,Lulus Perdana
5303028,RS Siloam Kupang,NUSA TENGGARA TIMUR,B,SWASTA/ LAINNYA,Tingkat Paripurna
3329109,RS Umum Amanah Mahmudah,JAWA TENGAH,D,Perusahaan,Lulus Perdana
1218026,RS Umum Pabatu,SUMATERA UTARA,C,BUMN,Tingkat Madya
3308019,RS Umum Padma Lalita,JAWA TENGAH,D,SWASTA/ LAINNYA,Lulus Perdana
3674014,RS Hermina Serpong,BANTEN,C,SWASTA/ LAINNYA,Tingkat Paripurna
3517095,RS Umum Pelengkap Medical Center,JAWA TIMUR,D,Perusahaan,Tingkat Madya
3172759,RSU Restu Kasih,DKI JAKARTA,C,SWASTA/ LAINNYA,Tingkat Paripurna
1107016,RS Umum Harapan Sehat,ACEH,D,SWASTA/ LAINNYA,Lulus Perdana
7604026,RS Umum Daerah Kabupaten Mamuju Tengah,SULAWESI BARAT,D,Pemkab,Lulus Perdana
6301014,RS Ibu dan Anak Ainun,KALIMANTAN SELATAN,C,Organisasi Sosial,Lulus Perdana
7210002,RS Umum Daerah Tora Belo,SULAWESI TENGAH,C,Pemkab,Tingkat Utama
6303030,RS Umum Aveciena Medika,KALIMANTAN SELATAN,D,Perusahaan,Lulus Perdana
3310419,RS Umum Mitra Keluarga Husada Klaten,JAWA TENGAH,D,Perusahaan,Lulus Perdana
3578786,RS Mata Masyarakat Jawa Timur,JAWA TIMUR,B,Pemprop,Tingkat Paripurna
3604047,RS Kurnia Serang,BANTEN,C,SWASTA/ LAINNYA,Tingkat Paripurna
5371058,RS Umum Leona Kupang,NUSA TENGGARA TIMUR,C,Organisasi Sosial,Lulus Perdana
3271163,RS Umum Vania,JAWA BARAT,C,Perusahaan,Tingkat Paripurna
3324038,RS Umum Baitul Hikmah,JAWA TENGAH,D,Perusahaan,Tingkat Paripurna
1871443,RS Ibu dan Anak Santa Anna,LAMPUNG,C,SWASTA/ LAINNYA,Lulus Perdana
3311225,RS Umum PKU Muhammadiyah Sukoharjo,JAWA TENGAH,C,Organisasi Islam ,Tingkat Dasar
3525093,RS Fathma Medika,JAWA TIMUR,C,Perusahaan,Tingkat Utama
3524046,RS Umum Intan Medika,JAWA TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
1371460,RS Ibu dan Anak Mutiara Bunda,SUMATERA BARAT,C,Perusahaan,Lulus Perdana
3372236,RS Umum Hermina Solo,JAWA TENGAH,C,SWASTA/ LAINNYA,Tingkat Paripurna
3201244,RS Umum Permata Jonggol,JAWA BARAT,C,Perusahaan,Tingkat Madya
7209002,RS Umum Daerah Wakai,SULAWESI TENGAH,D,Pemkab,Tingkat Dasar
3172758,RS Umum Columbia Asia Pulomas,DKI JAKARTA,B,Perusahaan,Tingkat Paripurna
3525092,RS Grha Husada Gresik ,JAWA TIMUR,D,Perusahaan,Tingkat Madya
3172757,RS Umum Adhyaksa,DKI JAKARTA,C,Kementerian Lain,Tingkat Paripurna
1805046,RS Umum Kartini,LAMPUNG,D,SWASTA/ LAINNYA,Lulus Perdana
3403023,RS Umum Panti Rahayu,D I YOGYAKARTA,C,SWASTA/ LAINNYA,Tingkat Utama
7373004,RS Umum St. Madyang,SULAWESI SELATAN,C,SWASTA/ LAINNYA,Lulus Perdana
3674013,RS Ibu dan Anak Buah Hati Pamulang,BANTEN,C,Perusahaan,Tingkat Utama
3215165,RS Umum Sentral Medika,JAWA BARAT,D,Perusahaan,Tingkat Dasar
3216425,RS Umum Bunda Mulia,JAWA BARAT,D,SWASTA/ LAINNYA,Lulus Perdana
3276152,RS Umum Citra Medika Depok,JAWA BARAT,C,SWASTA/ LAINNYA,Lulus Perdana
9107002,RS Kasih Herlina,PAPUA BARAT,D,Perorangan,Lulus Perdana
7201012,RS Umum Daerah Trikora Salakan,SULAWESI TENGAH,C,Pemkab,Lulus Perdana
1671335,RS Siloam Sriwijaya Palembang,SUMATERA SELATAN,C,Perusahaan,Tingkat Paripurna
1672002,RS Umum Fadhilah Kota Prabumulih,SUMATERA SELATAN,D,Perusahaan,Lulus Perdana
6110015,RS Umum Kasih Bunda Jaya Nanga Pinoh,KALIMANTAN BARAT,D,Perusahaan,Tingkat Utama
3506063,RS Umum  Wilujeng,JAWA TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
3301109,RSU Afdila Cilacap,JAWA TENGAH,D,SWASTA/ LAINNYA,Tingkat Paripurna
3276151,RS Umum Permata Depok,JAWA BARAT,C,Perusahaan,Tingkat Paripurna
3578785,RS Mitra Keluarga Kenjeran,JAWA TIMUR,C,Perusahaan,Tingkat Paripurna
3215164,RS Umum Rosela,JAWA BARAT,D,Perusahaan,Lulus Perdana
3374367,RS Umum Nasional Diponegoro,JAWA TENGAH,C,Kementerian Lain,Tingkat Paripurna
3310418,RS Umum PKU Muhammadiyah Jatinom Klaten,JAWA TENGAH,D,Organisasi Islam ,Lulus Perdana
3374366,RS Umum Columbia Asia Semarang,JAWA TENGAH,B,Perusahaan,Tingkat Paripurna
1211126,RS Umum Amanda,SUMATERA UTARA,C,Perusahaan,Lulus Perdana
3274136,RS Jantung Hasna Medika,JAWA BARAT,B,SWASTA/ LAINNYA,Tingkat Paripurna
3374365,RS Umum Hermina Banyumanik Semarang,JAWA TENGAH,C,Perusahaan,Tingkat Paripurna
3578784,RS Ibu dan Anak Perdana Medica,JAWA TIMUR,C,Perusahaan,Tingkat Dasar
1108017,RS Umum Ibnu Sina,ACEH,D,SWASTA/ LAINNYA,Tingkat Madya
3507108,RS Umum Universitas Muhammadiyah Malang,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Paripurna
1212177,RS Umum Yoshua,SUMATERA UTARA,C,Perusahaan,Lulus Perdana
6110013,RS Umum Citra Husada Nanga Pinoh,KALIMANTAN BARAT,D,Perusahaan,Lulus Perdana
6171141,RS  Mitra Medika Pontianak,KALIMANTAN BARAT,C,Perusahaan,Tingkat Paripurna
1212175,RS Umum Mitra Sehat,SUMATERA UTARA,D,Organisasi Sosial,Lulus Perdana
1212174,RS Umum Keliat,SUMATERA UTARA,D,Organisasi Sosial,Lulus Perdana
1407014,RS Umum  Surya Insani,R I A U,D,Perusahaan,Lulus Perdana
7322003,RS Umum Hikmah Masamba,SULAWESI SELATAN,C,SWASTA/ LAINNYA,Lulus Perdana
3310417,RS Umum Islam Cawas Klaten,JAWA TENGAH,D,SWASTA/ LAINNYA,Lulus Perdana
5206029,RS Umum Daerah Sondosia Kab. Bima,NUSA TENGGARA BARAT,D,Pemkab,Tingkat Dasar
1971003,RS Ibu dan Anak Muhaya,KEPULAUAN BANGKA BELITUNG,C,Perusahaan,Lulus Perdana
3671209,RS Sari Asih Sangiang,BANTEN,C,Perusahaan,Tingkat Paripurna
1407013,RS Umum Azzahra,R I A U,D,SWASTA/ LAINNYA,Lulus Perdana
1809002,RS Umum Daerah Pesawaran,LAMPUNG,C,Pemkab,Tingkat Madya
3216423,RS Umum Kartika Husada,JAWA BARAT,C,SWASTA/ LAINNYA,Lulus Perdana
1471391,RS Khusus  Mata Pekanbaru Eye Center ,R I A U,C,Perusahaan,Lulus Perdana
7271131,RS Ibu dan Anak Care She,SULAWESI TENGAH,C,SWASTA/ LAINNYA,Lulus Perdana
3201242,RS Ibu dan Anak Kenari Graha Medika,JAWA BARAT,C,SWASTA/ LAINNYA,Lulus Perdana
3301108,RS Umum Aghisna Medika Kroya ,JAWA TENGAH,D,SWASTA/ LAINNYA,Tingkat Utama
3276150,RS Jantung Diagram,JAWA BARAT,C,Perusahaan,Tingkat Paripurna
1275898,RS Khusus Mata SMEC,SUMATERA UTARA,C,Perusahaan,Lulus Perdana
3510105,RS Umum Bakti Mulia Banyuwangi,JAWA TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
3603182,RS Medika Lestari,BANTEN,C,Perusahaan,Lulus Perdana
1275998,RS Ibu dan Anak Stella Maris,SUMATERA UTARA,C,Perusahaan,Tingkat Utama
3215163,RS Ibu dan Anak Sentul,JAWA BARAT,C,Perusahaan,Tingkat Paripurna
3215162,RS Umum Helsa,JAWA BARAT,C,Perusahaan,Tingkat Dasar
1471390,RS Umum  Awal Bros Panam,R I A U,C,Perusahaan,Tingkat Paripurna
3329108,RS Umum Alam Medica ,JAWA TENGAH,D,SWASTA/ LAINNYA,Tingkat Madya
7271130,RS Ibu dan Anak Nasana Pura,SULAWESI TENGAH,C,SWASTA/ LAINNYA,Tingkat Madya
3512037,RS Umum Daerah Asembagus Kabupaten Situbondo,JAWA TIMUR,D,Pemkab,Lulus Perdana
3216421,RS Umum Puspa Husada,JAWA BARAT,D,SWASTA/ LAINNYA,Lulus Perdana
1504018,RS Mitra Medika Batang Hari,JAMBI,C,SWASTA/ LAINNYA,Lulus Perdana
3525091,RS Umum Wali Songo I,JAWA TIMUR,D,Perusahaan,Tingkat Madya
3175409,RS Ibu dan Anak Grand Family,DKI JAKARTA,C,Perusahaan,Tingkat Utama
1171147,RS Umum Prince Nayef Bin Abdul Aziz Syiah Kuala Un,ACEH,D,Perusahaan,Lulus Perdana
3312309,RS Umum Astrini,JAWA TENGAH,D,Perusahaan,Lulus Perdana
1273033,RS Umum Harapan,SUMATERA UTARA,C,Organisasi Katholik,Tingkat Paripurna
5371057,RS Kartini,NUSA TENGGARA TIMUR,D,Perusahaan,Tingkat Madya
3216420,RS Umum Medirossa 2,JAWA BARAT,C,Perusahaan,Tingkat Utama
3308017,RS Umum Aisyiyah Muntilan ,JAWA TENGAH,D,SWASTA/ LAINNYA,Tingkat Paripurna
3204154,RS Umum TNI AU Lanud Sulaiman,JAWA BARAT,D,TNI AU,Tingkat Utama
9212013,RS Kasih Herlina,PAPUA,D,SWASTA/ LAINNYA,Lulus Perdana
1107015,RS Umum Montella,ACEH,D,SWASTA/ LAINNYA,Lulus Perdana
1406046,RS Ibu Anak  Norfa Husada,R I A U,C,SWASTA/ LAINNYA,Lulus Perdana
3578782,RS Surabaya Medical Service,JAWA TIMUR,D,Organisasi Sosial,Lulus Perdana
3574068,RS Ibu dan Anak Amanah,JAWA TIMUR,C,Perusahaan,Tingkat Madya
1171146,RS Ibu dan Anak Cempaka Az Zahra Banda Aceh,ACEH,C,Perusahaan,Tingkat Dasar
3302229,RS Umum Dadi Keluarga,JAWA TENGAH,C,SWASTA/ LAINNYA,Tingkat Paripurna
3172756,RS Ibu dan Anak SamMarie Basra,DKI JAKARTA,C,Perusahaan,Tingkat Utama
3302228,RS Khusus Gigi dan Mulut Univ. Jenderal Soedirman,JAWA TENGAH,B,Kementerian Lain,Tingkat Paripurna
1407012,RS Umum  Awal Bros Ujung Batu,R I A U,C,Perusahaan,Lulus Perdana
1171145,RS Umum Meutia,ACEH,D,SWASTA/ LAINNYA,Tingkat Dasar
1274058,RS Bhayangkara Tk.III Kota Tebing Tinggi,SUMATERA UTARA,C,POLRI,Tingkat Utama
3573254,RS Ibu dan Anak Galeri Candra Malang,JAWA TIMUR,C,SWASTA/ LAINNYA,Tingkat Dasar
3671208,RS Umum Daerah Kota Tangerang,BANTEN,C,Pemkot,Tingkat Paripurna
1671333,RS Pelabuhan Palembang ,SUMATERA SELATAN,C,Perusahaan,Lulus Perdana
7101037,RS Kinapit,SULAWESI UTARA,D,Perusahaan,Lulus Perdana
6271025,RS Bhayangkara Palangka Raya,KALIMANTAN TENGAH,C,POLRI,Lulus Perdana
3526027,RS Umum Lukas,JAWA TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
3573256,RS Bantuan 05.08.04 Lawang,JAWA TIMUR,D,TNI AD,Lulus Perdana
3173697,RS Khusus Gigi dan Mulut Ladokgi TNI AL R.E. Marta,DKI JAKARTA,B,TNI AL,Tingkat Paripurna
1406045,RS Ibu Anak  Bunda Anisyah,R I A U,C,Perorangan,Lulus Perdana
6303028,RS Ibu dan Anak Mutiara Bunda,KALIMANTAN SELATAN,C,Perorangan,Lulus Perdana
3509138,RS Kaliwates Jember,JAWA TIMUR,C,Perusahaan,Tingkat Paripurna
1674002,RS AR Bunda Kota Lubuk Linggau,SUMATERA SELATAN,C,SWASTA/ LAINNYA,Tingkat Paripurna
6372016,RS TK IV Guntung Payung ,KALIMANTAN SELATAN,D,TNI AD,Lulus Perdana
9201035,RS TNI Angkatan Laut Merauke,PAPUA,D,TNI AL,Tingkat Utama
3329105,RS Ibu dan Anak Permata Insani,JAWA TENGAH,C,SWASTA/ LAINNYA,Lulus Perdana
6271024,RS Islam PKU Muhammadiyah Palangkaraya,KALIMANTAN TENGAH,D,Organisasi Islam ,Tingkat Paripurna
9171047,RS Angkatan Laut dr. R. Oetojo,PAPUA BARAT,D,TNI AL,Lulus Perdana
6171140,RS Umum Kharitas Bhakti,KALIMANTAN BARAT,D,SWASTA/ LAINNYA,Tingkat Madya
1271032,RS Umum Metta Medika,SUMATERA UTARA,C,Perusahaan,Tingkat Madya
3174516,RS Ibu dan Anak Ibnu Sina,DKI JAKARTA,C,Perorangan,Lulus Perdana
3172755,RS Jantung Jakarta,DKI JAKARTA,B,Perusahaan,Tingkat Paripurna
3524045,RS Umum dr. Suyudi,JAWA TIMUR,D,Perusahaan,Tingkat Madya
3173696,RS Umum Bunda Jakarta,DKI JAKARTA,C,Perusahaan,Tingkat Paripurna
1110103,RS Umum Avicenna,ACEH,D,SWASTA/ LAINNYA,Tingkat Utama
1174019,RS Umum Bunga Melati,ACEH,D,Perorangan,Lulus Perdana
3404190,RS Umum Mitra Sehat,D I YOGYAKARTA,D,Perusahaan,Lulus Perdana
1221002,RS Umum Permata Madina Sibuhuan,SUMATERA UTARA,C,SWASTA/ LAINNYA,Lulus Perdana
3514053,RS Mitra Sehat Medika ,JAWA TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
7371410,RS Ibu dan Anak Ananda,SULAWESI SELATAN,C,Perorangan,Tingkat Madya
3517094,RS Umum Nadhlatul Ulama Jombang,JAWA TIMUR,D,SWASTA/ LAINNYA,Lulus Perdana
1208056,RS Umum Setio Husodo,SUMATERA UTARA,D,SWASTA/ LAINNYA,Lulus Perdana
