d.kode_rs,d.nama_rs,d.nama_prop,d.jenis_rs,d.kelas,d.pemilik,(d.total_tt)
7309016, RS Umum Daerah Salewangang Maros,SULAWESI SELATAN,RSU,C,Pemkab,156
7308026, RS Tk.IV DR. M. Yasin Bone,SULAWESI SELATAN,RSU,C,TNI AD,144
7307014, RS Umum Daerah Kabupaten Sinjai,SULAWESI SELATAN,RSU,C,Pemkab,136
7305012,RS Umum Daerah H. Padjonga Dg. Ngalle Takalar,SULAWESI SELATAN,RSU,C,Pemkab,251
7304011, RS Umum Daerah Lanto Daeng Pasewang,SULAWESI SELATAN,RSU,C,Pemkab,62
7301015, RS Umum Daerah K.H. Hayyung Kepulauan Selayar,SULAWESI SELATAN,RSU,C,Pemkab,124
7271133,RS Umum Tadulako Palu,SULAWESI TENGAH,RSU,C,Kementerian Lain,0
7271132,RS Samaritan Palu,SULAWESI TENGAH,RSU,C,Perorangan,97
7210002,RS Umum Daerah Tora Belo,SULAWESI TENGAH,RSU,C,Pemkab,129
7201012,RS Umum Daerah Trikora Salakan,SULAWESI TENGAH,RSU,C,Pemkab,72
7271131,RS Ibu dan Anak Care She,SULAWESI TENGAH,RSIA,C,SWASTA/ LAINNYA,14
7271130,RS Ibu dan Anak Nasana Pura,SULAWESI TENGAH,RSIA,C,SWASTA/ LAINNYA,46
7208013,RS Umum Daerah Raja Tombolotutu,SULAWESI TENGAH,RSU,C,Pemkab,55
7271128,RS Umum  Sis Al Jufri Palu,SULAWESI TENGAH,RSU,C,Organisasi Sosial,66
7208012,RS Ibu dan Anak Defina,SULAWESI TENGAH,RSIA,C,Perorangan,35
7271127,RS Bhayangkara Palu,SULAWESI TENGAH,RSU,C,POLRI,93
7201011,RS Umum Daerah Banggai,SULAWESI TENGAH,RSU,C,Pemkab,79
7271116,RS Ibu dan Anak Tinatapura,SULAWESI TENGAH,RSIA,C,Organisasi Sosial,20
7271095,RS Budi Agung Palu,SULAWESI TENGAH,RSU,C,Organisasi Sosial,103
7271084,RS Ibu dan Anak Sitti Masyithah,SULAWESI TENGAH,RSIA,C,Organisasi Sosial,0
7271051,RS Umum Daerah Madani Palu,SULAWESI TENGAH,RSU,C,Pemprop,203
7271040,RS Woodward,SULAWESI TENGAH,RSU,C,Organisasi Sosial,139
7271025,RS TK.IV Wirabuana Palu,SULAWESI TENGAH,RSU,C,TNI AD,104
7207013,RS Umum Daerah Buol,SULAWESI TENGAH,RSU,C,Pemkab,176
7206012,RS Umum  Mokopido Toli-Toli,SULAWESI TENGAH,RSU,C,Pemkab,194
7205022,RS Umum Daerah Kabelota,SULAWESI TENGAH,RSU,C,Pemkab,101
7209032,RS Umum Daerah Ampana,SULAWESI TENGAH,RSU,C,Pemkab,193
7204021,RS Umum Daerah Kolonedale,SULAWESI TENGAH,RSU,C,Pemkab,95
7204010,RS Umum Daerah Poso,SULAWESI TENGAH,RSU,C,Pemkab,189
7203016,RS Umum Daerah Morowali,SULAWESI TENGAH,RSU,C,Pemkab,95
7102121,RS Dr. J. H. Awaloei,SULAWESI UTARA,RSU,C,Perusahaan,78
7171105,RS Siloam Paal Dua,SULAWESI UTARA,RSU,C,Perusahaan,24
7171104,RS Mata Provinsi Sulawesi Utara,SULAWESI UTARA,RSK Mata,C,Pemprop,20
7174004,RS Ibu dan Anak Kasih Fatimah Kotamobagu,SULAWESI UTARA,RSIA,C,SWASTA/ LAINNYA,24
7171098,RS Ibu dan Anak Kasih Ibu,SULAWESI UTARA,RSIA,C,SWASTA/ LAINNYA,0
7108037,RS Umum Daerah Tagulandang,SULAWESI UTARA,RSU,C,Pemkab,58
7104038,RS Umum Daerah Talaud,SULAWESI UTARA,RSU,C,Pemkab,90
7106018,RS Umum Daerah Maria Walanda Maramis,SULAWESI UTARA,RSU,C,Pemkab,89
7109028, RSU Ratatotok - Buyat,SULAWESI UTARA,RSU,C,Kemkes ,48
7174035, RS Umum Daerah Kota Kotamobagu ,SULAWESI UTARA,RSU,C,Pemkot,187
7171094, RS Islam Sitti Maryam,SULAWESI UTARA,RSU,C,Organisasi Sosial,68
7172036,RS Umum Daerah Bitung,SULAWESI UTARA,RSU,C,Pemprop,214
7172014,RS Budi Mulia Bitung,SULAWESI UTARA,RSU,C,Organisasi Katholik,98
7171083,RS Advent Manado,SULAWESI UTARA,RSU,C,Organisasi Sosial,125
7171072, RS Permata Bunda,SULAWESI UTARA,RSU,C,Organisasi Sosial,77
7171061,RS Bhayangkara Manado,SULAWESI UTARA,RSU,C,POLRI,64
7171050,RS Pancaran Kasih,SULAWESI UTARA,RSU,C,Organisasi Protestan,170
7171024,RS TK. II R. W. Mongisidi,SULAWESI UTARA,RSU,C,TNI AD,194
7103015, RS Umum Liun Kendage,SULAWESI UTARA,RSU,C,Pemkab,114
7102120, RS Umum Noongan,SULAWESI UTARA,RSU,C,Pemprop,60
7105116,RS Kalooran,SULAWESI UTARA,RSU,C,Organisasi Protestan,166
7102062,RS Hermana,SULAWESI UTARA,RSU,C,Organisasi Katholik,100
7173051, RS  Gunung Maria,SULAWESI UTARA,RSU,C,Organisasi Katholik,145
7173036, RS Bethesda GMIM Tomohon,SULAWESI UTARA,RSU,C,Organisasi Protestan,207
7102014, RS Umum Dr.Sam Ratulangi,SULAWESI UTARA,RSU,C,Pemkab,127
7174024,RS Monompia,SULAWESI UTARA,RSU,C,Organisasi Protestan,121
7101013,RS Umum Datoe Binangkang,SULAWESI UTARA,RSU,C,Pemkab,86
6571044,RS Umum Kota Tarakan,KALIMANTAN UTARA,RSU,C,Pemkot,73
6406012,RS Umum Daerah Kabupaten Malinau ,KALIMANTAN UTARA,RSU,C,Pemkab,163
6408025,RS Umum Daerah Kabupaten Nunukan,KALIMANTAN UTARA,RSU,C,Pemkab,126
6404021,RS Umum Daerah Tanjung Selor,KALIMANTAN UTARA,RSU,C,Pemkab,135
6472131,RS Mata Provinsi Kalimantan Timur,KALIMANTAN TIMUR,RSK Mata,C,Pemprop,8
6472130,RS Hermina Samarinda,KALIMANTAN TIMUR,RSU,C,Perusahaan,73
6471086,RS Hermina Balikpapan,KALIMANTAN TIMUR,RSU,C,SWASTA/ LAINNYA,59
6472129,RS Ibu dan Anak Herawaty,KALIMANTAN TIMUR,RSIA,C,SWASTA/ LAINNYA,25
6471085,RS Ibu Anak Asih  Balikpapan,KALIMANTAN TIMUR,RSIA,C,Perusahaan,18
9271045,RS Jiwa Abepura,PAPUA,RSK Jiwa,B,Pemprop,74
9271012,RS Umum Jayapura,PAPUA,RSU,B,Pemprop,307
8271016,RS Umum Daerah Dr. H. Chasan Boesoirie Ternate,MALUKU UTARA,RSU,B,Pemprop,221
8171123 ,RS Umum Pusat Dr. J. Leimena,MALUKU,RSU,B,Kemkes ,0
8171063,RSKD Provinsi Maluku,MALUKU,RSK Jiwa,B,Pemprop,110
8171026,RS Tk. II Prof. dr. J. A. Latumeten,MALUKU,RSU,B,TNI AD,127
8171015,RS Umum Dr. M. Haulussy Ambon,MALUKU,RSU,B,Pemprop,346
7571010,RS Umum Daerah Prof Dr. H. Aloei Saboe,GORONTALO,RSU,B,Pemkot,255
7502033,RS Umum Daerah dr. M. Mohammad Dunda,GORONTALO,RSU,B,Pemkab,180
7471066, RS  Jiwa Kendari,SULAWESI TENGGARA,RSK Jiwa,B,Pemprop,205
7471011,RS Bahteramas Provinsi Sultra,SULAWESI TENGGARA,RSU,B,Pemprop,369
7372078,RS Dr. Hasri Ainun Habibie Parepare,SULAWESI SELATAN,RSU,B,Pemkot,0
7371428,RS Ibu dan Anak Paramount,SULAWESI SELATAN,RSIA,B,Perusahaan,113
7371422,RS Khusus Gigi dan Mulut Universitas Hasanuddin,SULAWESI SELATAN,RSK GM,B,Kementerian Lain,4
7371412,RS Umum Wisata Universitas Indonesia Timur,SULAWESI SELATAN,RSU,B,SWASTA/ LAINNYA,208
7371408,RS Universitas Hasanuddin,SULAWESI SELATAN,RSU,B,Kementerian Lain,168
7371402,RS Siloam Makassar,SULAWESI SELATAN,RSU,B,SWASTA/ LAINNYA,179
7371399,RS Awal Bros Makassar,SULAWESI SELATAN,RSU,B,Perusahaan,174
7371234,RS Khusus Daerah Ibu dan Anak Pertiwi,SULAWESI SELATAN,RSIA,B,Pemprop,63
7372075,RS Umum Daerah Andi Makkasau Parepare,SULAWESI SELATAN,RSU,B,Pemkot,142
7371395,RS Umum Daerah Daya Kota Makassar,SULAWESI SELATAN,RSU,B,Pemkot,200
7371373, RS Grestelina,SULAWESI SELATAN,RSU,B,Organisasi Sosial,198
7371362, RS Umum Daerah Haji Makassar,SULAWESI SELATAN,RSU,B,Pemprop,221
7371340,RS Ibnu Sina Makassar,SULAWESI SELATAN,RSU,B,Organisasi Sosial,197
7371314,"RS Dr. Tadjuddin Chalid, MPH",SULAWESI SELATAN,RSU,B,Kemkes ,158
7371293, RS Islam Faisal,SULAWESI SELATAN,RSU,B,Organisasi Islam ,224
7371256,RS Khusus Daerah Ibu dan Anak Siti Fatimah,SULAWESI SELATAN,RSIA,B,Pemprop,33
7371223, RS Ibu dan Anak Chaterine Booth,SULAWESI SELATAN,RSIA,B,Organisasi Sosial,62
7371063, RS Stella Maris,SULAWESI SELATAN,RSU,B,Organisasi Sosial,220
7371052, RS Akademis Jaury,SULAWESI SELATAN,RSU,B,Organisasi Sosial,181
7371041, RS Kepolisian Bhayangkara,SULAWESI SELATAN,RSU,B,POLRI,312
7371030, RS Tk.II Pelamonia,SULAWESI SELATAN,RSU,B,TNI AD,316
7371026, RS Umum Daerah Labuang Baji,SULAWESI SELATAN,RSU,B,Pemprop,209
7373016, RS Umum Daerah Sawerigading,SULAWESI SELATAN,RSU,B,Pemkot,217
7308041, RS Umum Daerah Tenriawaru Bone,SULAWESI SELATAN,RSU,B,Pemkab,215
7306046, RS Umum Daerah Syehk Yusuf Gowa,SULAWESI SELATAN,RSU,B,Pemkab,134
7303010,RS Umum Daerah Prof. Dr. H. Anwar Makkatutu,SULAWESI SELATAN,RSU,B,Pemkab,231
7302016,RS Umum Daerah H.A. Sulthan Daeng Radja,SULAWESI SELATAN,RSU,B,Pemkab,222
7271036,RS Umum Anutapura Palu,SULAWESI TENGAH,RSU,B,Pemkot,303
7271014,RS Umum Daerah Undata Palu,SULAWESI TENGAH,RSU,B,Pemprop,277
7208011,RS Umum Daerah Anuntaloko Parigi,SULAWESI TENGAH,RSU,B,Pemkab,228
7202015,RS Umum Daerah Kabupaten Banggai ,SULAWESI TENGAH,RSU,B,Pemkab,271
7171103,RS Umum Daerah Provinsi Sulawesi Utara,SULAWESI UTARA,RSU,B,Pemprop,42
7171099,RS Umum Siloam Hospital Manado,SULAWESI UTARA,RSU,B,Perusahaan,203
7171035,RS Jiwa Prof. Dr. V. L. Ratumbusyang,SULAWESI UTARA,RSK Jiwa,B,Pemprop,180
6473016,RS Umum Daerah Tarakan,KALIMANTAN UTARA,RSU,B,Pemprop,335
7371325,RSUP Dr. Wahidin Sudirohusodo,SULAWESI SELATAN,RSU,A,Kemkes ,815
7371096,RS Khusus Daerah Dadi,SULAWESI SELATAN,RSK Jiwa,A,Pemprop,481
7171013,RSUP Prof. Dr. R. D. Kandou,SULAWESI UTARA,RSU,A,Kemkes ,849
6105027,RS Bergerak Balai Karangan,KALIMANTAN BARAT,RSU,Belum Ditetapkan,Pemkab,10
5304015,RS Umum Muder Ignacia,NUSA TENGGARA TIMUR,RSU,Belum Ditetapkan,Organisasi Sosial,18
3603174,RS Bersalin Bunda Lestari,BANTEN,RSIA,Belum Ditetapkan,SWASTA/ LAINNYA,0
3604046,RS Bedah Benggala,BANTEN,RSK BEDAH,Belum Ditetapkan,SWASTA/ LAINNYA,1
3603034, RS Ibu dan Anak Lestari,BANTEN,RSIA,Belum Ditetapkan,SWASTA/ LAINNYA,0
3578797S,RS Lapangan Indrapura,JAWA TIMUR,RSU,Belum Ditetapkan,Pemprop,0
3526032,RS Khusus Bedah Al Ishaqiy,JAWA TIMUR,RSK BEDAH,Belum Ditetapkan,SWASTA/ LAINNYA,25
3526031,RS Ibu Dan Anak Hikmah Sawi,JAWA TIMUR,RSIA,Belum Ditetapkan,Perorangan,19
3526030,RS Bersalin Aisyiyah,JAWA TIMUR,RSIA,Belum Ditetapkan,Organisasi Sosial,12
3471314,RSK THT Prof R Oepomo,D I YOGYAKARTA,RSK THT-KL,Belum Ditetapkan,Organisasi Sosial,0
3471293,RSK THT Sari Asih,D I YOGYAKARTA,RSK THT-KL,Belum Ditetapkan,Organisasi Sosial,0
3207059,RS Khusus Bedah RSOP Ciamis,JAWA BARAT,RSK BEDAH,Belum Ditetapkan,SWASTA/ LAINNYA,52
3212056,RS Umum Daerah Mursid Ibnu Syafiuddin,JAWA BARAT,RSU,Belum Ditetapkan,Pemkab,0
3274075,RS Umum Budi Luhur,JAWA BARAT,RSU,Belum Ditetapkan,Organisasi Sosial,47
3171805,RS Umum Siloam Mampang,DKI JAKARTA,RSU,Belum Ditetapkan,Perusahaan,0
3172702,RS Umum Dharma Nugraha,DKI JAKARTA,RSU,Belum Ditetapkan,SWASTA/ LAINNYA,0
3171552,RS Khusus Bedah THT Yayasan Yurino,DKI JAKARTA,RSK BEDAH,Belum Ditetapkan,Organisasi Sosial,11
1671337,RS Ibu dan Anak Trinanda Palembang,SUMATERA SELATAN,RSIA,Belum Ditetapkan,SWASTA/ LAINNYA,10
1372015,RS Ibu dan Anak Yasmin,SUMATERA BARAT,RSIA,Belum Ditetapkan,SWASTA/ LAINNYA,0
1308012,RS Bersalin Harapan Bunda,SUMATERA BARAT,RSIA,Belum Ditetapkan,SWASTA/ LAINNYA,0
1375052,RS Khusus THT Sitawa Sidingin,SUMATERA BARAT,RSK THT-KL,Belum Ditetapkan,Perorangan,0
1219004,RSU Indrapura,SUMATERA UTARA,RSU,Belum Ditetapkan,Pemprop,0
1275920,RS Ibu dan Anak Karya Jaya,SUMATERA UTARA,RSIA,Belum Ditetapkan,Perusahaan,35
1275900,RS Umum Fajar,SUMATERA UTARA,RSU,Belum Ditetapkan,SWASTA/ LAINNYA,0
1275894,RS Umum Mitra Persada Medan,SUMATERA UTARA,RSU,Belum Ditetapkan,Organisasi Sosial,0
1275783,RS Ibu dan Anak Rosiva,SUMATERA UTARA,RSIA,Belum Ditetapkan,Perusahaan,40
1275735,RS Umum Sehat,SUMATERA UTARA,RSU,Belum Ditetapkan,Organisasi Sosial,0
1271031,RS Bantuan Sibolga,SUMATERA UTARA,RSU,Belum Ditetapkan,TNI AD,10
1211033,RS Umum Kusta Lau Simomo,SUMATERA UTARA,RSK KUSTA,Belum Ditetapkan,Pemprop,0
1209032,RS Umum Bridgestone Sumatera Rubber Estate,SUMATERA UTARA,RSU,Belum Ditetapkan,SWASTA/ LAINNYA,0
1171085,RS Umum Malahayati,ACEH,RSU,Belum Ditetapkan,Organisasi Sosial,42
6202025,RS Kelas D Pratama Parenggean,KALIMANTAN TENGAH,RSU,D PRATAMA,Pemkab,0
6110016,RS Pratama Batu Buil,KALIMANTAN BARAT,RSU,D PRATAMA,Pemkab,0
6107026,RS Pratama Serawai,KALIMANTAN BARAT,RSU,D PRATAMA,Pemkab,46
6101137,RS Pratama Teluk Keramat Kabupaten Sambas,KALIMANTAN BARAT,RSU,D PRATAMA,Pemkab,0
6108012,RS Bergerak Badau Kapuas Hulu,KALIMANTAN BARAT,RSU,D PRATAMA,Pemkab,0
5317002,RS Umum Daerah Pratama Reda Bolo,NUSA TENGGARA TIMUR,RSU,D PRATAMA,Pemkab,45
5205016,RS Pratama Manggelewa,NUSA TENGGARA BARAT,RSU,D PRATAMA,Pemkab,42
5107018,RS Pratama Kubu,BALI,RSU,D PRATAMA,Pemkab,35
1901046,RS Umum Daerah Sjafrie Rachman Puding Besar,KEPULAUAN BANGKA BELITUNG,RSU,D PRATAMA,Pemkab,12
1905026,RS Pratama Kriopanting Payung,KEPULAUAN BANGKA BELITUNG,RSU,D PRATAMA,Pemkab,14
1801018,RSU Puri Husadatama,LAMPUNG,RSU,D PRATAMA,SWASTA/ LAINNYA,22
1703046,RSUD Lagita,BENGKULU,RSU,D PRATAMA,Pemkab,50
1607016,RS Umum Daerah Pratama Sukajadi,SUMATERA SELATAN,RSU,D PRATAMA,Pemkab,18
1607015,RS Umum Daerah Pratama Makarti Jaya,SUMATERA SELATAN,RSU,D PRATAMA,Pemkab,20
1611002,RS Pratama Pendopo,SUMATERA SELATAN,RSU,D PRATAMA,Pemkab,10
1602015,RS Pratama Tugu Jaya,SUMATERA SELATAN,RSU,D PRATAMA,Pemkab,0
1309024,Rumah Sakit Kelas D Pratama Pasaman,SUMATERA BARAT,RSU,D PRATAMA,Pemkab,55
1224002,RS Pratama Kabupaten Nias Utara,SUMATERA UTARA,RSU,D PRATAMA,Pemkab,0
6471078,RS Umum Tingkat IV  Lanud Balikpapan,KALIMANTAN TIMUR,RSU,D,TNI AU,11
6404046,RS Umum Medika Sangatta,KALIMANTAN TIMUR,RSU,D,SWASTA/ LAINNYA,152
6471077,RS Umum Balikpapan Baru,KALIMANTAN TIMUR,RSU,D,SWASTA/ LAINNYA,63
6404044,RS Pupuk Kaltim Prima Sangata,KALIMANTAN TIMUR,RSU,D,SWASTA/ LAINNYA,43
6404043,RS Umum Meloy,KALIMANTAN TIMUR,RSU,D,SWASTA/ LAINNYA,86
6474010,RS LNG Badak,KALIMANTAN TIMUR,RSU,D,SWASTA/ LAINNYA,46
6472096,RS Umum Bhakti Nugraha,KALIMANTAN TIMUR,RSU,D,Organisasi Sosial,49
6472041,RS Umum Tk. IV Samarinda,KALIMANTAN TIMUR,RSU,D,TNI AD,43
6301020,RSUD KH Mansyur,KALIMANTAN SELATAN,RSU,D,Pemkab,44
6305011,RS Umum Handayati,KALIMANTAN SELATAN,RSU,D,SWASTA/ LAINNYA,51
6308014,RS Mulia Amuntai,KALIMANTAN SELATAN,RSU,D,SWASTA/ LAINNYA,28
6372018,RS Umum Mawar ,KALIMANTAN SELATAN,RSU,D,Perusahaan,32
6306024,RS Umum Daerah Daha Sejahtera,KALIMANTAN SELATAN,RSU,D,Pemkab,42
6306023,RS Umum Ceria,KALIMANTAN SELATAN,RSU,D,SWASTA/ LAINNYA,48
6303030,RS Umum Aveciena Medika,KALIMANTAN SELATAN,RSU,D,Perusahaan,43
6372016,RS TK IV Guntung Payung ,KALIMANTAN SELATAN,RSU,D,TNI AD,22
6303026,RS Umum Danau Salak,KALIMANTAN SELATAN,RSU,D,BUMN,56
6201013,RS Citra Husada Pangkalan Bun,KALIMANTAN TENGAH,RSU,D,Perusahaan,45
6271026,RS Umum Kelas D Kota Palangka Raya,KALIMANTAN TENGAH,RSU,D,Pemkot,35
6271024,RS Islam PKU Muhammadiyah Palangkaraya,KALIMANTAN TENGAH,RSU,D,Organisasi Islam ,66
6208013,RS Umum Daerah Hanau,KALIMANTAN TENGAH,RSU,D,Pemkab,28
6271023,RS Tk.IV Palangkaraya,KALIMANTAN TENGAH,RSU,D,TNI AD,19
6105031,RS Umum Daerah Temenggung Gergaji Balai Karangan,KALIMANTAN BARAT,RSU,D,Pemkab,45
6108014,RS Umum Daerah Semitau,KALIMANTAN BARAT,RSU,D,Pemkab,0
6111002,RS Umum Daerah Sultan Muhammad Jamaludin I,KALIMANTAN BARAT,RSU,D,Pemkab,0
6107025,RS Umum Assyifa Sintang,KALIMANTAN BARAT,RSU,D,Perusahaan,40
6105028,RS Umum Sentra Medika Sanggau,KALIMANTAN BARAT,RSU,D,Perusahaan,35
6110015,RS Umum Kasih Bunda Jaya Nanga Pinoh,KALIMANTAN BARAT,RSU,D,Perusahaan,36
6110013,RS Umum Citra Husada Nanga Pinoh,KALIMANTAN BARAT,RSU,D,Perusahaan,55
6171140,RS Umum Kharitas Bhakti,KALIMANTAN BARAT,RSU,D,SWASTA/ LAINNYA,59
6107022,RS Tk. IV 12.07.02 Sintang,KALIMANTAN BARAT,RSU,D,TNI AD,35
6171078,RS Pro Medika Pontianak,KALIMANTAN BARAT,RSU,D,SWASTA/ LAINNYA,54
6101135,RS Santa Elizabeth,KALIMANTAN BARAT,RSU,D,Organisasi Katholik,37
6172044,RS Tk. IV 12.07.01 Singkawang,KALIMANTAN BARAT,RSU,D,TNI AD,66
6112003,RSUD Kabupaten Kubu Raya,KALIMANTAN BARAT,RSU,D,Pemkab,0
5306055,RS Sumber Kasih Sejati,NUSA TENGGARA TIMUR,RSU,D,SWASTA/ LAINNYA,54
5318002,RS Daerah Aeramo Kabupaten Nagekeo,NUSA TENGGARA TIMUR,RSU,D,Pemkab,93
5315003,RS Umum Daerah Komodo,NUSA TENGGARA TIMUR,RSU,D,Pemkab,48
5371057,RS Kartini,NUSA TENGGARA TIMUR,RSU,D,Perusahaan,38
5320002,RS Umum Daerah Sabu Raijua,NUSA TENGGARA TIMUR,RSU,D,Pemkab,56
5371055,RS TNI AU EL TARI,NUSA TENGGARA TIMUR,RSU,D,TNI AU,6
5371054,RS Mamami,NUSA TENGGARA TIMUR,RSU,D,Perorangan,50
5306053,RS Bantuan Atambua,NUSA TENGGARA TIMUR,RSU,D,TNI AD,29
5310034,RS Umum St. Gabriel Kewapante Sikka,NUSA TENGGARA TIMUR,RSU,D,Organisasi Sosial,86
5303024, RSUD Rote Ndao Ba'a ,NUSA TENGGARA TIMUR,RSU,D,Pemkab,46
5313026, RS  ST Rafael Cancar,NUSA TENGGARA TIMUR,RSU,D,Organisasi Katholik,60
5311024, RS St Antonius Jopu,NUSA TENGGARA TIMUR,RSU,D,Organisasi Katholik,48
5310023, RS St Elizabeth Lela,NUSA TENGGARA TIMUR,RSU,D,Organisasi Katholik,58
5309034,RS Damian Lembata,NUSA TENGGARA TIMUR,RSU,D,Organisasi Katholik,51
5308023, RS  Bukit Lewoleba,NUSA TENGGARA TIMUR,RSU,D,Organisasi Katholik,50
5307021, RS Bergerak Kab.Alor,NUSA TENGGARA TIMUR,RSU,D,Pemkab,0
5306031, RS Sito Husada,NUSA TENGGARA TIMUR,RSU,D,Organisasi Sosial,66
5306020,RS Katholik Marianum Halilulik,NUSA TENGGARA TIMUR,RSU,D,Organisasi Sosial,46
5302034, RS Umum Imanuel Sumba,NUSA TENGGARA TIMUR,RSU,D,Organisasi Sosial,44
5302012, RS Kristen Lindimara,NUSA TENGGARA TIMUR,RSU,D,Organisasi Sosial,81
5301022, RS  Karitas Weetabula,NUSA TENGGARA TIMUR,RSU,D,Organisasi Sosial,116
5301011,RS Kristen Lende Moripa,NUSA TENGGARA TIMUR,RSU,D,Organisasi Sosial,82
5203027,RS Umum Daerah Lombok Timur,NUSA TENGGARA BARAT,RSU,D,Pemkab,66
5207004,RS Surya Medika PKU Muhammadiyah Sumbawa,NUSA TENGGARA BARAT,RSU,D,Organisasi Islam ,36
5272005,RSUD Kota Bima,NUSA TENGGARA BARAT,RSU,D,Pemkot,39
5271104,RS Metro Medika,NUSA TENGGARA BARAT,RSU,D,SWASTA/ LAINNYA,36
5202024,RS Cahaya Medika,NUSA TENGGARA BARAT,RSU,D,Perusahaan,30
5201012,RS Umum Daerah Awet Muda Narmada,NUSA TENGGARA BARAT,RSU,D,Pemkab,42
5206031,RS STIKES Mataram Bima,NUSA TENGGARA BARAT,RSU,D,Perorangan,0
5206030,RS dr. Agung,NUSA TENGGARA BARAT,RSU,D,Perusahaan,56
5206029,RS Umum Daerah Sondosia Kab. Bima,NUSA TENGGARA BARAT,RSU,D,Pemkab,52
5203025,RS Lotim Medical Center,NUSA TENGGARA BARAT,RSU,D,Perusahaan,59
5203024,RS Islam Namira,NUSA TENGGARA BARAT,RSU,D,Perorangan,111
5206028,RS PKU Muhammadiyah Bima,NUSA TENGGARA BARAT,RSU,D,Organisasi Islam ,56
5271098,RS Bio Medika,NUSA TENGGARA BARAT,RSU,D,SWASTA/ LAINNYA,50
5271043,RS Umum Khatolik Saint Antonius  Ampenan,NUSA TENGGARA BARAT,RSU,D,Organisasi Katholik,52
5271021,RS Angkatan Darat REM Wira Bhakti Mataram,NUSA TENGGARA BARAT,RSU,D,TNI AD,53
5202022,RS Islam Yatofa,NUSA TENGGARA BARAT,RSU,D,Organisasi Islam ,121
5105016,RSU Daerah Gema Santi Nusa Penida,BALI,RSU,D,Pemkab,43
5108077,RS Umum Daerah Tangguwisia,BALI,RSU,D,Pemkab,45
5102048,RS Umum Bali Holistik,BALI,RSU,D,SWASTA/ LAINNYA,30
5108079,RS Giri Emas,BALI,RSU,D,Pemkab,0
5107017,RS Umum Balimed Karangasem,BALI,RSU,D,SWASTA/ LAINNYA,56
5108075,RS Umum Shanti Graha,BALI,RSU,D,SWASTA/ LAINNYA,45
5102043,RS Umum Bhakti Rahayu Tabanan,BALI,RSU,D,SWASTA/ LAINNYA,50
5171170,RS Umum Graha Asih,BALI,RSU,D,Organisasi Sosial,22
5171155,RS Umum Bhakti Rahayu,BALI,RSU,D,Organisasi Sosial,62
5108042,RS umum Karya Dharma Husada,BALI,RSU,D,Organisasi Sosial,55
5108020,RS Tk.IV Singaraja,BALI,RSU,D,TNI AD,53
5101053,RS Umum Kertayasa,BALI,RSU,D,SWASTA/ LAINNYA,27
3601036,RS Umum Aulia Pandeglang,BANTEN,RSU,D,Pemkab,50
3604052,RS Otika Medika,BANTEN,RSU,D,Perusahaan,32
3603191,RS Umum Daerah Pakuhaji,BANTEN,RSU,D,Pemkab,28
3673010,RS Fatimah,BANTEN,RSU,D,SWASTA/ LAINNYA,59
3671214,RS Tiara ,BANTEN,RSU,D,SWASTA/ LAINNYA,57
3673005,RS Umum Ibunda,BANTEN,RSU,D,SWASTA/ LAINNYA,59
3603168,RS Suci Paramita,BANTEN,RSU,D,Organisasi Sosial,37
3671179,RS Mitra Husada,BANTEN,RSU,D,Perusahaan,67
3602022,RS Misi Lebak,BANTEN,RSU,D,Organisasi Katholik,131
3508060,RS Umum Muhammadiyah Lumajang,JAWA TIMUR,RSU,D,Organisasi Islam ,36
3523055,RSUD R. Ali Manshur,JAWA TIMUR,RSU,D,Pemkab,42
3525102,RS Umum Randegansari Husada,JAWA TIMUR,RSU,D,Perusahaan,60
3507117,RS Umum Pindad,JAWA TIMUR,RSU,D,BUMN,49
3514058,RS Umum Daerah Grati,JAWA TIMUR,RSU,D,Pemkab,65
3507116,RSU Salsabila Husada,JAWA TIMUR,RSU,D,Perusahaan,40
3528029,RSU Kusuma Hospital,JAWA TIMUR,RSU,D,SWASTA/ LAINNYA,39
3514057,RS Graha Sehat Medika,JAWA TIMUR,RSU,D,SWASTA/ LAINNYA,25
3507114,RS Singhasari Medika,JAWA TIMUR,RSU,D,Perorangan,30
3501019,RS Umum Medical Mandiri Pacitan,JAWA TIMUR,RSU,D,Perusahaan,52
3526029,RSU Anna Medika Madura,JAWA TIMUR,RSU,D,SWASTA/ LAINNYA,56
3527013,RS Nindhita,JAWA TIMUR,RSU,D,Perorangan,61
3572073,RS Islam Aminah,JAWA TIMUR,RSU,D,Organisasi Islam ,53
3507113,RS Umum Bhakti Bunda,JAWA TIMUR,RSU,D,SWASTA/ LAINNYA,25
3525101,RS Umar Masud,JAWA TIMUR,RSU,D,Pemkab,46
3505044,RS Umum Wava Husada Kesamben,JAWA TIMUR,RSU,D,SWASTA/ LAINNYA,28
3528028,RS Umum Daerah Waru Pamekasan,JAWA TIMUR,RSU,D,Pemkab,56
3514054,RS Sahabat,JAWA TIMUR,RSU,D,Perorangan,72
3515143,RS Umum Mitra Sehat Mandiri Sidoarjo,JAWA TIMUR,RSU,D,SWASTA/ LAINNYA,52
3505043,RS Umum Medika Utama,JAWA TIMUR,RSU,D,SWASTA/ LAINNYA,70
3579004,RS Punten,JAWA TIMUR,RSU,D,SWASTA/ LAINNYA,56
3504081,RS Umum Prima Medika,JAWA TIMUR,RSU,D,SWASTA/ LAINNYA,49
